,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Sk,Int,Int TD,FF,FR,Fum TD,QBHits,TFL,Oppt Int TD,Oppt Fum TD,Oppt Punt TD,Oppt Kick TD
26404,ARI DST,DST,2015,5,ARI,,10/11/2015,H,,,17,3,45.5,25,dome,fieldturf ,indoors,,,1,4,0,3,2,0,11,7,0,0,0,0
26405,DET DST,DST,2015,5,DET,,10/11/2015,A,,,42,-3,45.5,-25,dome,fieldturf ,indoors,,,2,0,0,0,0,0,5,4,0,0,0,0
26406,GB DST,DST,2015,5,GB,,10/11/2015,A,,,10,9,45.5,14,outdoors,grass ,"67 degrees relative humidity 61%, wind 14 mph, wind chill 0",67,14,3,4,1,1,0,0,12,3,0,0,0,0
26407,LAR DST,DST,2015,5,LAR,,10/11/2015,H,,,24,-9,45.5,-14,outdoors,grass ,"67 degrees relative humidity 61%, wind 14 mph, wind chill 0",67,14,2,2,0,1,2,0,,,1,0,0,0
26408,CHI DST,DST,2015,5,CHI,,10/11/2015,H,,,17,-9,45,1,outdoors,grass ,"72 degrees relative humidity 51%, wind 10 mph, wind chill 0",72,10,3,0,0,0,0,0,4,4,0,1,0,0
26409,KC DST,DST,2015,5,KC,,10/11/2015,A,,,18,9,45,-1,outdoors,grass ,"72 degrees relative humidity 51%, wind 10 mph, wind chill 0",72,10,2,0,0,1,1,1,5,3,0,0,0,0
26410,NYG DST,DST,2015,5,NYG,,10/11/2015,A,,,27,6.5,43,3,outdoors,fieldturf ,"61 degrees relative humidity 59%, wind 4 mph, wind chill 0",61,4,2,0,0,3,0,0,,,0,0,0,0
26411,SF DST,DST,2015,5,SF,,10/11/2015,H,,,30,-6.5,43,-3,outdoors,fieldturf ,"61 degrees relative humidity 59%, wind 4 mph, wind chill 0",61,4,0,1,0,0,1,0,,,0,0,0,0
26412,BUF DST,DST,2015,5,BUF,,10/11/2015,H,,,13,1,42,1,outdoors,grass ,"67 degrees relative humidity 58%, wind 5 mph",67,5,2,1,0,0,0,0,8,7,0,0,0,0
26413,TEN DST,DST,2015,5,TEN,,10/11/2015,A,,,14,-1,42,-1,outdoors,grass ,"67 degrees relative humidity 58%, wind 5 mph",67,5,4,0,0,2,1,0,5,4,0,0,0,0
26414,NO DST,DST,2015,5,NO,,10/11/2015,H,,,39,-6,49.5,-22,outdoors,grass ,"67 degrees relative humidity 54%, wind 6 mph, wind chill 0",67,6,0,2,0,0,0,0,0,3,0,0,0,0
26415,PHI DST,DST,2015,5,PHI,,10/11/2015,A,,,17,6,49.5,22,outdoors,grass ,"67 degrees relative humidity 54%, wind 6 mph, wind chill 0",67,6,5,1,0,3,3,0,7,7,0,0,0,0
26416,DEN DST,DST,2015,5,DEN,,10/11/2015,H,,,10,4,44,6,outdoors,grass ,"72 degrees relative humidity 59%, wind 10 mph, wind chill 0",72,10,4,1,1,3,2,0,7,6,0,0,0,0
26417,OAK DST,DST,2015,5,OAK,,10/11/2015,A,,,16,-4,44,-6,outdoors,grass ,"72 degrees relative humidity 59%, wind 10 mph, wind chill 0",72,10,2,2,0,0,0,0,5,2,1,0,0,0
26418,BAL DST,DST,2015,5,BAL,,10/11/2015,A,OT,,33,6,42.5,-3,outdoors,sportturf,"65 degrees relative humidity 48%, wind 2 mph, wind chill 0",65,2,4,0,0,0,0,0,7,8,0,0,0,0
26419,CLE DST,DST,2015,5,CLE,,10/11/2015,H,OT,,30,-6,42.5,3,outdoors,sportturf,"65 degrees relative humidity 48%, wind 2 mph, wind chill 0",65,2,1,0,0,0,0,0,2,5,0,0,0,0
26420,JAX DST,DST,2015,5,JAX,,10/11/2015,H,,,38,-2.5,41.5,-7,outdoors,grass ,"84 degrees relative humidity 55%, wind 9 mph, wind chill 0",84,9,2,0,0,0,0,0,4,7,0,1,0,0
26421,TB DST,DST,2015,5,TB,,10/11/2015,A,,,31,2.5,41.5,7,outdoors,grass ,"84 degrees relative humidity 55%, wind 9 mph, wind chill 0",84,9,6,1,0,1,1,1,9,7,0,0,0,0
26422,PIT DST,DST,2015,5,PIT,,10/12/2015,H,,,20,-3.5,46,4,outdoors,grass ,"93 degrees relative humidity 32%, wind 10 mph, wind chill 0",93,10,2,1,1,1,1,0,6,7,0,0,0,0
26423,LAC DST,DST,2015,5,LAC,,10/12/2015,A,,,24,3.5,46,-4,outdoors,grass ,"93 degrees relative humidity 32%, wind 10 mph, wind chill 0",93,10,3,1,0,0,0,0,6,8,1,0,0,0
26424,ATL DST,DST,2015,6,ATL,,10/15/2015,H,,,31,3,51,-10,dome,sportturf,indoors,,,1,0,0,0,0,0,4,3,0,0,0,0
26425,NO DST,DST,2015,6,NO,,10/15/2015,A,,,21,-3,51,10,dome,sportturf,indoors,,,5,0,0,3,3,0,7,5,0,0,0,0
26426,BUF DST,DST,2015,6,BUF,,10/18/2015,A,,,34,-3,43,-13,outdoors,a_turf,"40 degrees relative humidity 73%, wind 4 mph",40,4,0,0,0,0,0,0,1,3,0,0,0,0
26427,CIN DST,DST,2015,6,CIN,,10/18/2015,H,,,21,3,43,13,outdoors,a_turf,"40 degrees relative humidity 73%, wind 4 mph",40,4,2,1,0,0,0,0,7,3,0,0,0,0
26428,CLE DST,DST,2015,6,CLE,,10/18/2015,A,OT,,26,-3.5,42,-3,outdoors,grass ,"47 degrees relative humidity 52%, wind 20 mph",47,20,0,3,1,0,0,0,2,2,1,0,0,0
26429,DEN DST,DST,2015,6,DEN,,10/18/2015,H,OT,,23,3.5,42,3,outdoors,grass ,"47 degrees relative humidity 52%, wind 20 mph",47,20,4,2,1,1,2,0,9,6,1,0,0,0
26430,IND DST,DST,2015,6,IND,,10/18/2015,A,,,34,-9.5,54.5,-7,retractable roof (closed),fieldturf ,indoors,,,2,1,1,0,0,0,6,2,0,0,0,0
26431,NE DST,DST,2015,6,NE,,10/18/2015,H,,,27,9.5,54.5,7,retractable roof (closed),fieldturf ,indoors,,,3,0,0,0,0,0,10,3,1,0,0,0
26432,CHI DST,DST,2015,6,CHI,,10/18/2015,H,OT,,37,-3,44,-3,dome,fieldturf ,indoors,,,2,1,0,1,2,0,8,4,0,0,0,0
26433,DET DST,DST,2015,6,DET,,10/18/2015,A,OT,,34,3,44,3,dome,fieldturf ,indoors,,,1,1,0,1,0,0,7,3,0,0,0,0
26434,GB DST,DST,2015,6,GB,,10/18/2015,A,,,20,10.5,51,7,outdoors,grass ,"54 degrees relative humidity 35%, wind 12 mph, wind chill 0",54,12,3,0,0,2,1,0,15,6,0,0,0,0
26435,LAC DST,DST,2015,6,LAC,,10/18/2015,H,,,27,-10.5,51,-7,outdoors,grass ,"54 degrees relative humidity 35%, wind 12 mph, wind chill 0",54,12,3,0,0,1,1,0,,,0,0,0,0
26436,HOU DST,DST,2015,6,HOU,,10/18/2015,H,,,20,-2.5,43,11,outdoors,grass ,"73 degrees relative humidity 55%, wind 18 mph, wind chill 0",73,18,3,3,1,0,0,0,8,3,0,0,0,0
26437,JAX DST,DST,2015,6,JAX,,10/18/2015,A,,,31,2.5,43,-11,outdoors,grass ,"73 degrees relative humidity 55%, wind 18 mph, wind chill 0",73,18,1,0,0,1,0,0,5,4,1,0,0,0
26438,KC DST,DST,2015,6,KC,,10/18/2015,H,,,16,-3.5,43,-6,outdoors,fieldturf,"54 degrees relative humidity 0%, wind 10 mph, wind chill 0",54,10,2,2,0,1,0,0,3,9,0,0,0,0
26439,MIN DST,DST,2015,6,MIN,,10/18/2015,A,,,10,3.5,43,6,outdoors,fieldturf,"54 degrees relative humidity 0%, wind 10 mph, wind chill 0",54,10,2,0,0,1,1,0,4,3,0,0,0,0
26440,NYJ DST,DST,2015,6,NYJ,,10/18/2015,A,,,20,7,40.5,14,outdoors,fieldturf ,"49 degrees relative humidity 30%, wind 16 mph",49,16,1,2,0,0,0,0,7,2,0,0,0,0
26441,WAS DST,DST,2015,6,WAS,,10/18/2015,H,,,34,-7,40.5,-14,outdoors,fieldturf ,"49 degrees relative humidity 30%, wind 16 mph",49,16,0,1,0,2,2,0,4,2,0,0,0,0
26442,MIA DST,DST,2015,6,MIA,,10/18/2015,H,,,10,-2,43.5,28,outdoors,grass ,"56 degrees relative humidity 39%, wind 8 mph",56,8,6,2,1,2,2,0,8,8,0,0,0,0
26443,TEN DST,DST,2015,6,TEN,,10/18/2015,A,,,38,2,43.5,-28,outdoors,grass ,"56 degrees relative humidity 39%, wind 8 mph",56,8,2,2,0,0,0,0,3,4,1,0,0,0
26444,ARI DST,DST,2015,6,ARI,,10/18/2015,H,,,25,3.5,45,-12,outdoors,grass ,"45 degrees relative humidity 47%, wind 12 mph",45,12,1,0,0,0,0,0,2,8,0,0,0,0
26445,PIT DST,DST,2015,6,PIT,,10/18/2015,A,,,13,-3.5,45,12,outdoors,grass ,"45 degrees relative humidity 47%, wind 12 mph",45,12,1,2,0,1,1,0,5,6,0,0,0,0
26446,CAR DST,DST,2015,6,CAR,,10/18/2015,H,,,23,-7,40.5,4,outdoors,fieldturf ,"61 degrees relative humidity 85%, wind 5 mph, wind chill 0",61,5,4,0,0,0,0,0,8,6,0,0,0,0
26447,SEA DST,DST,2015,6,SEA,,10/18/2015,A,,,27,7,40.5,-4,outdoors,fieldturf ,"61 degrees relative humidity 85%, wind 5 mph, wind chill 0",61,5,3,2,0,0,0,0,6,6,0,0,0,0
26448,BAL DST,DST,2015,6,BAL,,10/18/2015,H,,,25,2,43.5,-5,outdoors,grass,"69 degrees relative humidity 60%, wind 7 mph, wind chill 0",69,7,3,0,0,1,0,0,7,4,0,0,0,0
26449,SF DST,DST,2015,6,SF,,10/18/2015,A,,,20,-2,43.5,5,outdoors,grass,"69 degrees relative humidity 60%, wind 7 mph, wind chill 0",69,7,0,2,0,0,1,0,1,3,0,0,0,0
26450,NYG DST,DST,2015,6,NYG,,10/19/2015,H,,,27,-5,49.5,-20,outdoors,grass ,"44 degrees relative humidity 49%, wind 6 mph",44,6,1,3,0,1,1,0,,,1,0,0,0
26451,PHI DST,DST,2015,6,PHI,,10/19/2015,A,,,7,5,49.5,20,outdoors,grass ,"44 degrees relative humidity 49%, wind 6 mph",44,6,3,2,1,2,1,0,5,8,0,0,0,0
26452,SEA DST,DST,2015,7,SEA,,10/22/2015,H,,,3,6.5,42,17,outdoors,grass,"75 degrees relative humidity 40%, wind 8 mph, wind chill 0",75,8,6,0,0,1,0,0,10,6,0,0,0,0
26453,SF DST,DST,2015,7,SF,,10/22/2015,A,,,20,-6.5,42,-17,outdoors,grass,"75 degrees relative humidity 40%, wind 8 mph, wind chill 0",75,8,5,2,0,0,0,0,,,0,0,0,0
26454,CAR DST,DST,2015,7,CAR,,10/25/2015,A,,,16,3,45,11,outdoors,grass ,"71 degrees relative humidity 80%, no wind, wind chill 0",71,0,5,1,0,1,0,0,10,9,0,0,0,0
26455,PHI DST,DST,2015,7,PHI,,10/25/2015,H,,,27,-3,45,-11,outdoors,grass ,"71 degrees relative humidity 80%, no wind, wind chill 0",71,0,1,3,0,0,0,0,2,2,0,0,0,0
26456,IND DST,DST,2015,7,IND,,10/25/2015,A,,,27,4,52,-6,retractable roof (open),fieldturf ,indoors,,,2,1,0,1,2,0,,,0,0,0,0
26457,NO DST,DST,2015,7,NO,,10/25/2015,H,,,21,-4,52,6,retractable roof (open),fieldturf ,indoors,,,4,2,0,2,1,0,10,3,0,0,0,0
26458,DET DST,DST,2015,7,DET,,10/25/2015,A,,,28,-2,44.5,-9,dome,fieldturf ,indoors,,,4,0,0,1,1,0,11,13,0,0,0,0
26459,MIN DST,DST,2015,7,MIN,,10/25/2015,H,,,19,2,44.5,9,dome,fieldturf ,indoors,,,7,0,0,0,0,0,13,7,0,0,0,0
26460,BUF DST,DST,2015,7,BUF,,10/25/2015,H,,,34,4,41,-3,outdoors,grass ,"48 degrees relative humidity 74%, wind 2 mph, wind chill 0",48,2,2,1,1,0,0,0,4,3,1,1,0,0
26461,JAX DST,DST,2015,7,JAX,,10/25/2015,A,,,31,-4,41,3,outdoors,grass ,"48 degrees relative humidity 74%, wind 2 mph, wind chill 0",48,2,4,2,1,3,2,1,6,9,1,0,0,0
26462,KC DST,DST,2015,7,KC,,10/25/2015,A,,,13,3,43,10,outdoors,grass ,"58 degrees relative humidity 57%, wind 7 mph, wind chill 0",58,7,2,2,0,1,1,0,2,2,0,0,0,0
26463,PIT DST,DST,2015,7,PIT,,10/25/2015,H,,,23,-3,43,-10,outdoors,grass ,"58 degrees relative humidity 57%, wind 7 mph, wind chill 0",58,7,2,0,0,0,0,0,8,2,0,0,0,0
26464,HOU DST,DST,2015,7,HOU,,10/25/2015,H,,,44,-4.5,44.5,-18,outdoors,grass ,"84 degrees relative humidity 62%, wind 13 mph, wind chill 0",84,13,4,0,0,1,2,0,6,8,1,0,0,0
26465,MIA DST,DST,2015,7,MIA,,10/25/2015,A,,,26,4.5,44.5,18,outdoors,grass ,"84 degrees relative humidity 62%, wind 13 mph, wind chill 0",84,13,4,1,1,3,0,0,6,7,0,0,0,0
26466,NE DST,DST,2015,7,NE,,10/25/2015,A,,,23,7.5,47.5,7,outdoors,fieldturf ,"58 degrees relative humidity 80%, wind 9 mph, wind chill 0",58,9,2,0,0,1,1,0,3,1,0,0,0,0
26467,NYJ DST,DST,2015,7,NYJ,,10/25/2015,H,,,30,-7.5,47.5,-7,outdoors,fieldturf ,"58 degrees relative humidity 80%, wind 9 mph, wind chill 0",58,9,3,0,0,1,0,0,5,4,0,0,0,0
26468,DAL DST,DST,2015,7,DAL,,10/25/2015,H,,,27,-3,45,-7,outdoors,fieldturf ,"71 degrees relative humidity 40%, wind 14 mph, wind chill 0",71,14,2,0,0,0,0,0,3,3,1,0,0,1
26469,NYG DST,DST,2015,7,NYG,,10/25/2015,A,,,20,3,45,7,outdoors,fieldturf ,"71 degrees relative humidity 40%, wind 14 mph, wind chill 0",71,14,1,3,1,0,1,0,,,0,0,0,0
26470,ATL DST,DST,2015,7,ATL,,10/25/2015,H,,,7,6,47,3,outdoors,grass ,"59 degrees relative humidity 95%, wind 8 mph",59,8,1,2,0,0,0,0,7,3,0,0,0,0
26471,TEN DST,DST,2015,7,TEN,,10/25/2015,A,,,10,-6,47,-3,outdoors,grass ,"59 degrees relative humidity 95%, wind 8 mph",59,8,0,2,0,0,0,0,2,1,0,0,0,0
26472,CLE DST,DST,2015,7,CLE,,10/25/2015,H,,,24,-6.5,41.5,-18,dome,astroplay,indoors,,,2,0,0,1,1,0,4,5,0,1,0,0
26473,LAR DST,DST,2015,7,LAR,,10/25/2015,A,,,6,6.5,41.5,18,dome,astroplay,indoors,,,4,0,0,4,4,1,7,5,0,0,0,0
26474,OAK DST,DST,2015,7,OAK,,10/25/2015,H,,,29,-3.5,47,8,outdoors,grass ,"77 degrees relative humidity 48%, wind 4 mph, wind chill 0",77,4,1,2,0,1,0,0,4,4,0,0,0,0
26475,LAC DST,DST,2015,7,LAC,,10/25/2015,A,,,37,3.5,47,-8,outdoors,grass ,"77 degrees relative humidity 48%, wind 4 mph, wind chill 0",77,4,1,0,0,0,0,0,1,3,0,0,0,0
26476,TB DST,DST,2015,7,TB,,10/25/2015,H,,,31,-3,42.5,-1,outdoors,grass ,"64 degrees relative humidity 87%, wind 5 mph, wind chill 0",64,5,1,0,0,1,1,1,7,3,0,0,0,0
26477,WAS DST,DST,2015,7,WAS,,10/25/2015,A,,,30,3,42.5,1,outdoors,grass ,"64 degrees relative humidity 87%, wind 5 mph, wind chill 0",64,5,1,0,0,1,1,0,7,2,0,1,0,0
26478,ARI DST,DST,2015,7,ARI,,10/26/2015,A,,,18,8,49,8,retractable roof (closed),grass ,indoors,,,3,1,0,1,2,0,5,9,0,0,0,0
26479,BAL DST,DST,2015,7,BAL,,10/26/2015,H,,,26,-8,49,-8,retractable roof (closed),grass ,indoors,,,2,0,0,0,0,0,4,5,0,0,0,0
26480,MIA DST,DST,2015,8,MIA,,10/29/2015,H,,,36,-7.5,50.5,-29,outdoors,fieldturf ,"58 degrees relative humidity 39%, wind 10 mph, wind chill 0",58,10,2,0,0,0,0,0,7,3,0,0,0,0
26481,NE DST,DST,2015,8,NE,,10/29/2015,A,,,7,7.5,50.5,29,outdoors,fieldturf ,"58 degrees relative humidity 39%, wind 10 mph, wind chill 0",58,10,5,2,0,0,0,0,10,8,0,0,0,0
26482,ATL DST,DST,2015,8,ATL,,11/1/2015,A,OT,,23,7,48.5,-3,dome,fieldturf ,indoors,,,2,0,0,0,0,0,7,5,0,0,0,0
26483,TB DST,DST,2015,8,TB,,11/1/2015,H,OT,,20,-7,48.5,3,dome,fieldturf ,indoors,,,1,1,0,2,3,0,10,3,0,0,0,0
26484,CHI DST,DST,2015,8,CHI,,11/1/2015,A,,,23,-1,43,-3,outdoors,grass ,"62 degrees relative humidity 42%, wind 11 mph, wind chill 0",62,11,1,1,0,0,1,0,2,3,0,0,1,0
26485,MIN DST,DST,2015,8,MIN,,11/1/2015,H,,,20,1,43,3,outdoors,grass ,"62 degrees relative humidity 42%, wind 11 mph, wind chill 0",62,11,1,0,0,0,1,0,6,3,0,0,0,0
26486,ARI DST,DST,2015,8,ARI,,11/1/2015,H,,,20,6,46,14,outdoors,grass ,"58 degrees relative humidity 58%, wind 21 mph, wind chill 0",58,21,1,1,0,1,1,0,9,6,0,0,0,0
26487,CLE DST,DST,2015,8,CLE,,11/1/2015,A,,,34,-6,46,-14,outdoors,grass ,"58 degrees relative humidity 58%, wind 21 mph, wind chill 0",58,21,1,1,0,4,3,0,7,3,0,0,0,0
26488,DAL DST,DST,2015,8,DAL,,11/1/2015,A,,,13,-4.5,41,-1,retractable roof (closed),matrixturf,indoors,,,0,1,0,0,1,0,6,5,0,0,0,0
26489,SEA DST,DST,2015,8,SEA,,11/1/2015,H,,,12,4.5,41,1,retractable roof (closed),matrixturf,indoors,,,1,0,0,0,0,0,4,5,0,0,0,0
26490,DEN DST,DST,2015,8,DEN,,11/1/2015,A,,,10,-2.5,45.5,19,outdoors,grass ,"61 degrees relative humidity 23%, wind 9 mph, wind chill 0",61,9,3,0,0,3,0,0,7,6,0,0,0,0
26491,GB DST,DST,2015,8,GB,,11/1/2015,H,,,29,2.5,45.5,-19,outdoors,grass ,"61 degrees relative humidity 23%, wind 9 mph, wind chill 0",61,9,0,1,0,0,0,0,3,5,0,0,0,0
26492,HOU DST,DST,2015,8,HOU,,11/1/2015,A,,,6,3.5,42.5,14,retractable roof (closed),fieldturf,indoors,,,7,1,0,2,2,0,16,8,0,0,0,0
26493,TEN DST,DST,2015,8,TEN,,11/1/2015,H,,,20,-3.5,42.5,-14,retractable roof (closed),fieldturf,indoors,,,3,0,0,0,0,0,,,0,0,0,0
26494,DET DST,DST,2015,8,DET,,11/1/2015,H,,,45,-3.5,45,-35,outdoors,grass ,"50 degrees relative humidity 91%, wind 2 mph, wind chill 0",50,2,3,0,0,0,0,0,4,9,0,0,0,0
26495,KC DST,DST,2015,8,KC,,11/1/2015,A,,,10,3.5,45,35,outdoors,grass ,"50 degrees relative humidity 91%, wind 2 mph, wind chill 0",50,2,6,2,0,0,0,0,8,5,0,0,0,0
26496,NO DST,DST,2015,8,NO,,11/1/2015,A,,,49,3,49.5,3,dome,sportturf,indoors,,,2,0,0,1,2,0,2,4,1,0,0,0
26497,NYG DST,DST,2015,8,NYG,,11/1/2015,H,,,52,-3,49.5,-3,dome,sportturf,indoors,,,0,2,1,1,0,0,,,0,0,0,0
26498,CIN DST,DST,2015,8,CIN,,11/1/2015,H,,,10,-1,48.5,6,outdoors,grass ,"62 degrees relative humidity 71%, wind 11 mph",62,11,3,3,0,0,1,0,,,0,0,0,0
26499,PIT DST,DST,2015,8,PIT,,11/1/2015,A,,,16,1,48.5,-6,outdoors,grass ,"62 degrees relative humidity 71%, wind 11 mph",62,11,3,2,0,0,0,0,7,8,0,0,0,0
26500,NYJ DST,DST,2015,8,NYJ,,11/1/2015,H,,,34,3,44,-14,outdoors,grass ,"68 degrees relative humidity 70%, wind 8 mph, wind chill 0",68,8,0,0,0,0,0,0,5,1,0,0,0,0
26501,OAK DST,DST,2015,8,OAK,,11/1/2015,A,,,20,-3,44,14,outdoors,grass ,"68 degrees relative humidity 70%, wind 8 mph, wind chill 0",68,8,3,1,0,0,0,0,7,9,0,0,0,0
26502,SF DST,DST,2015,8,SF,,11/1/2015,H,,,27,-7.5,39.5,-21,dome,astroplay,indoors,,,0,0,0,1,1,0,4,2,0,0,0,0
26503,LAR DST,DST,2015,8,LAR,,11/1/2015,A,,,6,7.5,39.5,21,dome,astroplay,indoors,,,3,0,0,0,0,0,9,9,0,0,0,0
26504,BAL DST,DST,2015,8,BAL,,11/1/2015,A,,,26,3.5,51,3,outdoors,sportturf,"63 degrees relative humidity 72%, wind 10 mph, wind chill 0",63,10,1,0,0,0,1,0,,,0,0,0,0
26505,LAC DST,DST,2015,8,LAC,,11/1/2015,H,,,29,-3.5,51,-3,outdoors,sportturf,"63 degrees relative humidity 72%, wind 10 mph, wind chill 0",63,10,3,0,0,0,0,0,5,4,0,0,0,0
26506,CAR DST,DST,2015,8,CAR,,11/2/2015,A,OT,,26,6.5,46.5,3,outdoors,grass ,"60 degrees relative humidity 100%, wind 7 mph, wind chill 0",60,7,2,3,0,2,1,0,5,6,0,0,0,0
26507,IND DST,DST,2015,8,IND,,11/2/2015,H,OT,,29,-6.5,46.5,-3,outdoors,grass ,"60 degrees relative humidity 100%, wind 7 mph, wind chill 0",60,7,2,1,0,1,2,0,7,4,0,0,0,0
26508,CIN DST,DST,2015,9,CIN,,11/5/2015,A,,,10,11,45,21,outdoors,fieldturf ,"71 degrees relative humidity 61%, wind 4 mph, wind chill 0",71,4,3,0,0,0,0,0,6,5,0,0,0,0
26509,CLE DST,DST,2015,9,CLE,,11/5/2015,H,,,31,-11,45,-21,outdoors,fieldturf ,"71 degrees relative humidity 61%, wind 4 mph, wind chill 0",71,4,2,0,0,0,0,0,2,6,0,0,0,0
26510,BUF DST,DST,2015,9,BUF,,11/8/2015,A,,,17,3,44,16,outdoors,a_turf,"49 degrees relative humidity 55%, wind 7 mph",49,7,2,0,0,1,1,0,6,4,0,0,0,0
26511,MIA DST,DST,2015,9,MIA,,11/8/2015,H,,,33,-3,44,-16,outdoors,a_turf,"49 degrees relative humidity 55%, wind 7 mph",49,7,3,0,0,0,1,0,3,6,0,0,0,0
26512,CAR DST,DST,2015,9,CAR,,11/8/2015,A,,,29,-2.5,46,8,outdoors,grass ,"57 degrees relative humidity 50%, wind 10 mph, wind chill 0",57,10,5,1,0,2,1,0,16,9,0,0,0,0
26513,GB DST,DST,2015,9,GB,,11/8/2015,H,,,37,2.5,46,-8,outdoors,grass ,"57 degrees relative humidity 50%, wind 10 mph, wind chill 0",57,10,0,1,0,0,0,0,2,4,0,0,0,0
26514,DEN DST,DST,2015,9,DEN,,11/8/2015,H,,,27,5.5,45.5,-3,retractable roof (open),fieldturf ,indoors,,,1,0,0,0,0,0,11,5,0,0,0,0
26515,IND DST,DST,2015,9,IND,,11/8/2015,A,,,24,-5.5,45.5,3,retractable roof (open),fieldturf ,indoors,,,1,2,0,0,0,0,11,4,0,0,1,0
26516,DAL DST,DST,2015,9,DAL,,11/8/2015,A,OT,,33,-3,43.5,-6,retractable roof (closed),matrixturf,indoors,,,1,0,0,0,0,0,7,5,1,0,0,0
26517,PHI DST,DST,2015,9,PHI,,11/8/2015,H,OT,,27,3,43.5,6,retractable roof (closed),matrixturf,indoors,,,4,1,1,2,0,0,4,6,0,0,0,0
26518,MIN DST,DST,2015,9,MIN,,11/8/2015,A,OT,,18,1,40,3,outdoors,fieldturf,"51 degrees relative humidity 0%, wind 14 mph, wind chill 0",51,14,1,0,0,0,1,0,,,0,0,0,0
26519,LAR DST,DST,2015,9,LAR,,11/8/2015,H,OT,,21,-1,40,-3,outdoors,fieldturf,"51 degrees relative humidity 0%, wind 14 mph, wind chill 0",51,14,1,1,0,1,0,0,7,6,0,0,0,0
26520,NO DST,DST,2015,9,NO,,11/8/2015,A,OT,,34,7.5,48,-6,dome,sportturf,indoors,,,0,0,0,1,1,0,2,1,0,0,0,0
26521,TEN DST,DST,2015,9,TEN,,11/8/2015,H,OT,,28,-7.5,48,6,dome,sportturf,indoors,,,4,1,0,1,2,0,,,0,0,0,0
26522,NE DST,DST,2015,9,NE,,11/8/2015,A,,,10,14,52,17,outdoors,fieldturf ,"54 degrees relative humidity 34%, wind 12 mph, wind chill 0",54,12,1,1,0,2,2,0,,,0,0,0,0
26523,WAS DST,DST,2015,9,WAS,,11/8/2015,H,,,27,-14,52,-17,outdoors,fieldturf ,"54 degrees relative humidity 34%, wind 12 mph, wind chill 0",54,12,0,1,0,2,1,0,1,2,0,0,0,0
26524,JAX DST,DST,2015,9,JAX,,11/8/2015,H,,,28,-8,42,-5,outdoors,fieldturf ,"56 degrees relative humidity 36%, wind 10 mph, wind chill 0",56,10,2,0,0,1,0,0,4,7,0,0,0,0
26525,NYJ DST,DST,2015,9,NYJ,,11/8/2015,A,,,23,8,42,5,outdoors,fieldturf ,"56 degrees relative humidity 36%, wind 10 mph, wind chill 0",56,10,5,2,0,1,2,0,15,4,0,0,0,0
26526,OAK DST,DST,2015,9,OAK,,11/8/2015,H,,,38,-4.5,48.5,-3,outdoors,grass ,"54 degrees relative humidity 38%, wind 5 mph",54,5,1,1,0,1,1,0,2,3,0,0,0,0
26527,PIT DST,DST,2015,9,PIT,,11/8/2015,A,,,35,4.5,48.5,3,outdoors,grass ,"54 degrees relative humidity 38%, wind 5 mph",54,5,0,1,0,4,3,0,2,4,0,0,0,0
26528,ATL DST,DST,2015,9,ATL,,11/8/2015,H,,,17,7.5,44,-1,outdoors,grass,"58 degrees relative humidity 84%, no wind, wind chill 0",58,0,0,2,0,0,0,0,2,3,0,0,0,0
26529,SF DST,DST,2015,9,SF,,11/8/2015,A,,,16,-7.5,44,1,outdoors,grass,"58 degrees relative humidity 84%, no wind, wind chill 0",58,0,2,0,0,0,0,0,8,6,0,0,0,0
26530,NYG DST,DST,2015,9,NYG,,11/8/2015,H,,,18,1,49.5,14,outdoors,grass ,"80 degrees relative humidity 90%, wind 3 mph",80,3,0,0,0,2,3,1,8,1,0,0,0,0
26531,TB DST,DST,2015,9,TB,,11/8/2015,A,,,32,-1,49.5,-14,outdoors,grass ,"80 degrees relative humidity 90%, wind 3 mph",80,3,0,2,0,1,1,0,2,5,0,1,0,0
26532,CHI DST,DST,2015,9,CHI,,11/9/2015,H,,,19,-4.5,49.5,3,outdoors,grass ,"63 degrees relative humidity 67%, wind 9 mph, wind chill 0",63,9,2,0,0,1,1,0,7,2,1,0,0,0
26533,LAC DST,DST,2015,9,LAC,,11/9/2015,A,,,22,4.5,49.5,-3,outdoors,grass ,"63 degrees relative humidity 67%, wind 9 mph, wind chill 0",63,9,1,1,1,1,1,0,5,3,0,0,0,0
26534,BUF DST,DST,2015,10,BUF,,11/12/2015,H,,,17,-2.5,42.5,5,outdoors,fieldturf ,"60 degrees relative humidity 75%, wind 16 mph, wind chill 0",60,16,1,2,0,2,2,1,2,5,0,0,0,0
26535,NYJ DST,DST,2015,10,NYJ,,11/12/2015,A,,,22,2.5,42.5,-5,outdoors,fieldturf ,"60 degrees relative humidity 75%, wind 16 mph, wind chill 0",60,16,4,0,0,0,0,0,9,5,0,1,0,0
26536,DEN DST,DST,2015,10,DEN,,11/15/2015,A,,,29,4.5,42,-16,outdoors,grass ,"64 degrees relative humidity 10%, wind 5 mph, wind chill 0",64,5,2,0,0,0,0,0,6,2,0,0,0,0
